experience_required,experience_squared,experience_log,location_encoded,company_size_encoded,job_title_encoded,company_encoded,industry_encoded,education_encoded,job_title_popularity,posted_days_ago,posted_month,seniority_score,location_experience_interaction,skill_0,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,skill_9,skill_10,skill_11,skill_12,skill_13,skill_14,skill_15,skill_16,skill_17,skill_18,skill_19,skill_20,skill_21,skill_22,skill_23,skill_24,skill_25,skill_26,skill_27,skill_28,skill_29
14.0,196.0,2.70805020110221,16.06,2.0,3.0,22.0,7.0,4.0,565.0,303.0,11.0,28.0,224.83999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5766417332730368,0.0,0.0,0.57770421127419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57770421127419,0.0,0.0,0.0
5.0,25.0,1.791759469228055,12.46,4.0,2.0,15.0,5.0,1.0,535.0,217.0,2.0,20.0,62.300000000000004,0.3331322981635464,0.3340068939342259,0.0,0.3327844173946592,0.0,0.0,0.330720154850621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33383141188489646,0.3343587087412318,0.0,0.0,0.0,0.0,0.0,0.0,0.3327844173946592,0.0,0.0,0.3340068939342259,0.3343587087412318,0.0,0.0,0.0
4.0,16.0,1.6094379124341003,13.48,1.0,11.0,15.0,5.0,4.0,548.0,17.0,9.0,4.0,53.92,0.0,0.0,0.4981418916931955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499961977542682,0.0,0.0,0.0,0.5010112011711931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5008796792174082,0.0,0.0,0.0,0.0,0.0
3.0,9.0,1.3862943611198906,13.48,5.0,6.0,9.0,5.0,2.0,554.0,16.0,9.0,15.0,40.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5759503048851474,0.0,0.0,0.0,0.0,0.0,0.0,0.5744438085599675,0.0,0.0,0.0,0.0,0.0,0.5816318054489672,0.0,0.0
10.0,100.0,2.3978952727983707,15.46,2.0,3.0,14.0,4.0,4.0,565.0,112.0,6.0,20.0,154.60000000000002,0.0,0.0,0.0,0.0,0.0,0.4051584760638472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40895780562409895,0.0,0.41024864419313445,0.0,0.0,0.0,0.40895780562409895,0.0,0.0,0.0,0.0,0.0,0.0,0.41024864419313445,0.0,0.405888821707687,0.0
7.0,49.0,2.0794415416798357,13.48,4.0,16.0,9.0,3.0,0.0,587.0,120.0,5.0,28.0,94.36,0.0,0.5785529586521508,0.5749373427336976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5785529586521508,0.0,0.0,0.0,0.0
12.0,144.0,2.5649493574615367,13.48,3.0,0.0,4.0,6.0,2.0,560.0,259.0,1.0,36.0,161.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44776578407115647,0.4484707433743232,0.0,0.0,0.0,0.0,0.44776578407115647,0.44764862045072334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444055694701982,0.0
11.0,121.0,2.4849066497880004,16.06,4.0,10.0,3.0,6.0,4.0,486.0,309.0,11.0,44.0,176.66,0.0,0.0,0.0,0.577098693258759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.577853092470799,0.0,0.577098693258759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.6931471805599453,12.58,2.0,14.0,0.0,0.0,2.0,558.0,14.0,9.0,2.0,12.58,0.0,0.0,0.0,0.0,0.0,0.41761856241185863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4228652715940025,0.33836536977578247,0.0,0.0,0.0,0.0,0.0,0.0,0.42242032950029895,0.0,0.0,0.4228652715940025,0.0,0.41837136882185233,0.0
14.0,196.0,2.70805020110221,12.58,2.0,14.0,10.0,1.0,4.0,558.0,288.0,12.0,28.0,176.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.575145915211643,0.0,0.0,0.0,0.0,0.0,0.575145915211643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5817339189274792,0.0,0.0
14.0,196.0,2.70805020110221,12.46,2.0,3.0,22.0,3.0,2.0,565.0,102.0,6.0,28.0,174.44,0.4979402533390475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49716089732024055,0.0,0.5009628429934773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5039075076045911,0.0,0.0
10.0,100.0,2.3978952727983707,14.54,2.0,5.0,8.0,7.0,1.0,560.0,333.0,10.0,20.0,145.39999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406710368668581,0.0,0.0,0.0,0.0,0.0,0.406710368668581,0.0,0.40628519535670715,0.0,0.4075648188582075,0.0,0.0,0.0,0.4113690289305976,0.0,0.4108188561089544
7.0,49.0,2.0794415416798357,12.58,4.0,9.0,19.0,1.0,3.0,551.0,360.0,9.0,28.0,88.06,0.0,0.5009157063397766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49882210034129065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49934299083430495,0.0,0.0,0.0,0.5009157063397766,0.0,0.0,0.0,0.0
9.0,81.0,2.302585092994046,15.46,1.0,8.0,10.0,0.0,0.0,535.0,280.0,12.0,9.0,139.14000000000001,0.0,0.0,0.0,0.52277731436995,0.5260827697636886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4202911830125046,0.0,0.0,0.0,0.0,0.0,0.52277731436995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,169.0,2.6390573296152584,15.965,3.0,4.0,12.0,0.0,3.0,539.0,215.0,2.0,39.0,207.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7059035935865111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.708307924960359,0.0,0.0,0.0,0.0,0.0
3.0,9.0,1.3862943611198906,14.54,3.0,8.0,6.0,5.0,4.0,535.0,113.0,6.0,9.0,43.62,0.0,0.3532647682300211,0.0,0.35197180721855853,0.0,0.0,0.0,0.0,0.3543846928549478,0.0,0.0,0.35447851336905817,0.3529864805198162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35197180721855853,0.0,0.0,0.3532647682300211,0.0,0.0,0.0,0.3560852685823759
4.0,16.0,1.6094379124341003,15.46,2.0,13.0,24.0,0.0,1.0,547.0,302.0,11.0,8.0,61.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7103188035281792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7038801015473415,0.0
14.0,196.0,2.70805020110221,15.03,2.0,15.0,8.0,6.0,4.0,509.0,143.0,5.0,28.0,210.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,100.0,2.3978952727983707,16.06,2.0,17.0,19.0,4.0,2.0,503.0,4.0,9.0,20.0,160.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4468923717449438,0.0,0.4501067519316433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4468923717449438,0.0,0.4421431265286907,0.4499864261078753
0.0,0.0,0.0,15.3,1.0,4.0,4.0,5.0,3.0,539.0,82.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41885283292826,0.0,0.0,0.0,0.0,0.4203898175524568,0.42105383604004964,0.33691590796794046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42105383604004964,0.0,0.0,0.42396899758854956
1.0,1.0,0.6931471805599453,13.48,2.0,11.0,23.0,4.0,4.0,548.0,358.0,9.0,2.0,13.48,0.0,0.0,0.0,0.0,0.44898723559053444,0.0,0.0,0.0,0.44922480267373044,0.0,0.0,0.0,0.0,0.0,0.44756989493878674,0.0,0.0,0.0,0.0,0.0,0.44674942342313373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44351288679710177,0.0
10.0,100.0,2.3978952727983707,14.915,5.0,14.0,3.0,2.0,1.0,558.0,217.0,2.0,50.0,149.14999999999998,0.0,0.5774513794801035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5771479954682777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5774513794801035,0.0,0.0,0.0,0.0
7.0,49.0,2.0794415416798357,15.03,5.0,8.0,17.0,0.0,0.0,535.0,175.0,3.0,35.0,105.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4932792982145205,0.0,0.0,0.0,0.6143653227764733,0.0,0.0,0.615817167772018,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4.0,1.0986122886681098,15.46,2.0,7.0,6.0,3.0,1.0,548.0,80.0,7.0,4.0,30.92,0.0,0.0,0.0,0.37823078634874346,0.0,0.3753049627181931,0.3758846198684306,0.0,0.0,0.37803356467302235,0.0,0.0,0.0,0.0,0.0,0.38002006920825315,0.0,0.0,0.0,0.0,0.0,0.0,0.37823078634874346,0.0,0.0,0.0,0.38002006920825315,0.0,0.0,0.0
1.0,1.0,0.6931471805599453,15.03,4.0,14.0,18.0,5.0,1.0,558.0,111.0,6.0,4.0,15.03,0.0,0.0,0.0,0.0,0.0,0.0,0.37471573240896777,0.38166529358704465,0.0,0.3768579946452915,0.0,0.0,0.0,0.0,0.0,0.3788383217523525,0.0,0.0,0.0,0.0,0.3775474991215968,0.3772515252175995,0.0,0.0,0.0,0.0,0.3788383217523525,0.0,0.0,0.0
9.0,81.0,2.302585092994046,15.3,4.0,5.0,21.0,6.0,3.0,560.0,173.0,4.0,36.0,137.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46379043631140277,0.0,0.0,0.46464498274342936,0.37179636627003726,0.0,0.4635471639835492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46464498274342936,0.0,0.0,0.0
4.0,16.0,1.6094379124341003,15.46,3.0,15.0,8.0,1.0,1.0,509.0,53.0,7.0,12.0,61.84,0.0,0.0,0.385908623583602,0.0,0.0,0.0,0.0,0.3916454262108701,0.0,0.0,0.3873186371493993,0.0,0.0,0.38752135579393665,0.0,0.0,0.31106287557826673,0.0,0.0,0.38752135579393665,0.0,0.0,0.0,0.0,0.3880295771366993,0.0,0.0,0.0,0.0,0.0
11.0,121.0,2.4849066497880004,14.915,1.0,16.0,19.0,2.0,0.0,587.0,48.0,8.0,11.0,164.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4987776227920874,0.5018052954343429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4952936909126854,0.5040798430983084
3.0,9.0,1.3862943611198906,14.54,4.0,13.0,5.0,5.0,0.0,547.0,195.0,3.0,12.0,43.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3773157902096877,0.3779072754485226,0.0,0.3786009404773611,0.3781050682818434,0.0,0.0,0.0,0.0,0.0,0.3781050682818434,0.3780061322749399,0.37770979883089745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,9.0,1.3862943611198906,16.06,3.0,17.0,7.0,0.0,4.0,503.0,50.0,8.0,9.0,48.17999999999999,0.3777634059601524,0.0,0.37638817772175465,0.0,0.0,0.3744497615649375,0.0,0.0,0.0,0.0,0.0,0.3800564998705574,0.0,0.0,0.0,0.37915412382055197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37875517493299465,0.0,0.0,0.37915412382055197,0.0,0.0,0.0
12.0,144.0,2.5649493574615367,12.46,5.0,7.0,7.0,7.0,2.0,548.0,184.0,3.0,60.0,149.52,0.0,0.0,0.0,0.0,0.0,0.5172816105378645,0.0,0.5276889870253101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4191149512536291,0.5275478423870422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,9.0,1.3862943611198906,15.03,3.0,13.0,9.0,5.0,4.0,547.0,177.0,3.0,9.0,45.089999999999996,0.0,0.35299311440001285,0.0,0.0,0.0,0.34898054539989604,0.0,0.0,0.3541121778243867,0.0,0.0,0.3542059261923215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35299311440001285,0.0,0.35299311440001285,0.0,0.3562879521758712,0.0,0.35581144584170293
10.0,100.0,2.3978952727983707,14.915,2.0,11.0,21.0,7.0,2.0,548.0,310.0,11.0,20.0,149.14999999999998,0.4628207457767473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4630629814588156,0.0,0.0,0.3717000377729338,0.0,0.0,0.4630629814588156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4677407290403524
3.0,9.0,1.3862943611198906,15.3,2.0,2.0,6.0,1.0,3.0,535.0,136.0,5.0,6.0,45.900000000000006,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0
3.0,9.0,1.3862943611198906,15.03,5.0,0.0,6.0,5.0,1.0,560.0,23.0,8.0,15.0,45.089999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,25.0,1.791759469228055,15.965,1.0,13.0,7.0,2.0,4.0,547.0,236.0,1.0,5.0,79.825,0.0,0.4468474080594674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4459106028327058,0.0,0.0,0.0,0.45053552177804745,0.0,0.4459106028327058,0.0,0.0,0.0,0.0,0.0,0.4468474080594674,0.0,0.0,0.0,0.0
1.0,1.0,0.6931471805599453,15.965,2.0,17.0,21.0,3.0,1.0,503.0,275.0,12.0,2.0,15.965,0.0,0.0,0.0,0.5784947374203652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5784947374203652,0.0,0.0,0.0,0.0,0.0,0.5750544996379784,0.0
12.0,144.0,2.5649493574615367,14.54,2.0,3.0,2.0,6.0,4.0,565.0,64.0,7.0,24.0,174.48,0.0,0.35370123309924756,0.0,0.35240667461158715,0.3546348978174626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35407379226889474,0.0,0.0,0.0,0.0,0.0,0.0,0.35240667461158715,0.0,0.3534226015596547,0.35370123309924756,0.35407379226889474,0.0,0.0,0.0
12.0,144.0,2.5649493574615367,16.06,3.0,11.0,17.0,3.0,4.0,548.0,194.0,3.0,36.0,192.71999999999997,0.44557041305734923,0.0,0.0,0.0,0.44791946012738815,0.4416619828637247,0.0,0.45054794061326675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45030701787682553
14.0,196.0,2.70805020110221,14.54,3.0,0.0,20.0,2.0,0.0,560.0,41.0,8.0,42.0,203.56,0.0,0.0,0.0,0.0,0.44700657476693156,0.0,0.0,0.0,0.0,0.0,0.4446623151885561,0.0,0.0,0.0,0.0,0.0,0.0,0.44950943268177274,0.0,0.0,0.0,0.0,0.0,0.0,0.44547851195884214,0.0,0.0,0.0,0.0,0.4493892665377484
3.0,9.0,1.3862943611198906,14.54,3.0,13.0,5.0,4.0,2.0,547.0,283.0,12.0,9.0,43.62,0.0,0.0,0.33892563826569855,0.33980876399088666,0.0,0.3371801558832538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3403420261366498,0.0,0.0,0.27319209057086075,0.0,0.3406096193927891,0.3403420261366498,0.0,0.0,0.33980876399088666,0.0,0.0,0.0,0.0,0.0,0.0,0.34378007701396374
13.0,169.0,2.6390573296152584,13.48,4.0,15.0,5.0,6.0,3.0,509.0,151.0,4.0,52.0,175.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625497550384432,0.39366274352259834,0.3899279845957,0.0,0.0,0.0,0.0,0.0,0.3901326211373038,0.0,0.0,0.0,0.386697767745055,0.0
6.0,36.0,1.9459101490553132,16.06,5.0,10.0,5.0,0.0,1.0,486.0,322.0,11.0,30.0,96.35999999999999,0.0,0.446493992529969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4462594115011179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4461422626039309,0.446493992529969,0.0,0.45066156751448977,0.0,0.0
6.0,36.0,1.9459101490553132,13.48,1.0,14.0,17.0,3.0,4.0,558.0,317.0,11.0,6.0,80.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6216374313669887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833051154712655,0.0,0.0
0.0,0.0,0.0,15.46,3.0,7.0,11.0,4.0,1.0,548.0,186.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4647132713414723,0.0,0.46203168249260645,0.0,0.46287976148230087,0.0,0.0,0.0,0.37106632622219476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4675686128967709,0.0,0.0
9.0,81.0,2.302585092994046,14.915,1.0,15.0,4.0,2.0,0.0,509.0,296.0,11.0,9.0,134.23499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7059941183418887,0.0,0.7082176959570123,0.0,0.0,0.0,0.0,0.0,0.0
11.0,121.0,2.4849066497880004,14.915,3.0,7.0,5.0,0.0,3.0,548.0,99.0,6.0,33.0,164.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4074969002062865,0.4099704819392681,0.0,0.40771017994895775,0.40835207599053897,0.0,0.0,0.0,0.0,0.40771017994895775,0.0,0.0,0.0,0.0,0.40824487826174394,0.0,0.0,0.0,0.0,0.0
8.0,64.0,2.1972245773362196,16.06,2.0,10.0,20.0,7.0,2.0,486.0,361.0,9.0,16.0,128.48,0.0,0.4463746925857381,0.0,0.0,0.4475529873231343,0.0,0.0,0.0,0.0,0.0,0.4452058621652776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4463746925857381,0.0,0.45054115402456385,0.0,0.0
6.0,36.0,1.9459101490553132,16.06,1.0,12.0,19.0,2.0,2.0,589.0,36.0,8.0,6.0,96.35999999999999,0.0,0.0,0.49886114304324114,0.5001610066681135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5008148308297883,0.0,0.5001610066681135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,100.0,2.3978952727983707,15.46,4.0,17.0,12.0,7.0,4.0,503.0,24.0,8.0,40.0,154.60000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5753329896596123,0.0,0.0,0.0,0.0,0.0,0.5783562703945261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5783562703945261,0.0,0.0,0.0
5.0,25.0,1.791759469228055,14.915,3.0,14.0,11.0,5.0,3.0,558.0,339.0,10.0,15.0,74.57499999999999,0.7076603650634606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7065527635769671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,169.0,2.6390573296152584,15.46,5.0,12.0,18.0,2.0,2.0,589.0,117.0,5.0,65.0,200.98000000000002,0.0,0.0,0.0,0.37758813018971293,0.379975572581033,0.0,0.3752459501071051,0.0,0.0,0.0,0.0,0.0,0.0,0.3781806795229169,0.0,0.0,0.0,0.0,0.0,0.3781806795229169,0.0,0.0,0.37758813018971293,0.37897519222341497,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.6931471805599453,12.46,2.0,4.0,6.0,6.0,3.0,539.0,149.0,4.0,2.0,12.46,0.0,0.0,0.0,0.0,0.0,0.5713618735644074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.582701409601062,0.0,0.0,0.0,0.0,0.0,0.5779313771425684,0.0,0.0,0.0,0.0,0.0,0.0
5.0,25.0,1.791759469228055,15.3,3.0,14.0,13.0,4.0,1.0,558.0,41.0,8.0,15.0,76.5,0.0,0.0,0.0,0.0,0.7089633639584622,0.0,0.0,0.0,0.0,0.0,0.7052453109129482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,16.0,1.6094379124341003,15.965,1.0,12.0,24.0,0.0,0.0,589.0,120.0,5.0,4.0,63.86,0.3333919099397491,0.0,0.3321782138491043,0.0,0.0,0.33046748100790496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33356640388246284,0.33409156848414984,0.33461927626573684,0.0,0.0,0.0,0.33356640388246284,0.3334791219843723,0.0,0.0,0.0,0.0,0.0,0.33461927626573684,0.0,0.0,0.0
