job_id,job_title,company,location,company_size,industry,experience_required,education,posted_date,skills,salary,applications,views,experience_squared,experience_log,location_encoded,company_size_encoded,job_title_encoded,company_encoded,industry_encoded,education_encoded,skill_0,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,skill_9,skill_10,skill_11,skill_12,skill_13,skill_14,skill_15,skill_16,skill_17,skill_18,skill_19,skill_20,skill_21,skill_22,skill_23,skill_24,skill_25,skill_26,skill_27,skill_28,skill_29,posted_days_ago,posted_month,job_title_popularity,seniority_score,location_experience_interaction
JOB_000018,AI/ML Engineer,Capgemini,Chennai,Mid,Manufacturing,12.0,Diploma,2026-01-06 15:09:05.910285,"Azure,REST API",15.0,152.0,2396.0,144.0,2.5649493574615367,13.48,3.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44776578407115647,0.4484707433743232,0.0,0.0,0.0,0.0,0.44776578407115647,0.44764862045072334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444055694701982,0.0,259.0,1.0,560.0,36.0,161.76
JOB_000019,Junior Developer,Apple,Bangalore,Large,Manufacturing,11.0,PhD,2025-11-17 15:09:05.910286,"Kafka,NumPy,Python,Tableau,SQL,Node.js,Spark",14.76,425.0,3064.0,121.0,2.4849066497880004,16.06,4.0,10.0,3.0,6.0,4.0,0.0,0.0,0.0,0.577098693258759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.577853092470799,0.0,0.577098693258759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,11.0,486.0,44.0,176.66
JOB_000020,Senior Developer,Accenture,Kolkata,Small,Consulting,1.0,Diploma,2026-09-08 15:09:05.910288,"Power BI,NumPy",10.03,391.0,390.0,1.0,0.6931471805599453,12.58,2.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.41761856241185863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4228652715940025,0.33836536977578247,0.0,0.0,0.0,0.0,0.0,0.0,0.42242032950029895,0.0,0.0,0.4228652715940025,0.0,0.41837136882185233,0.0,14.0,9.0,558.0,2.0,12.58
JOB_000021,Senior Developer,Infosys,Kolkata,Small,E-commerce,14.0,PhD,2025-12-08 15:09:05.910289,"Agile,Tableau,MongoDB,Deep Learning,Leadership,Scikit-learn,Django,PyTorch",25.15,411.0,2144.0,196.0,2.70805020110221,12.58,2.0,14.0,10.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.575145915211643,0.0,0.0,0.0,0.0,0.0,0.575145915211643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5817339189274792,0.0,0.0,288.0,12.0,558.0,28.0,176.12
JOB_000022,Business Analyst,Uber,Jaipur,Small,Finance,14.0,Diploma,2026-06-12 15:09:05.910290,"R,Pandas,Node.js,Statistics",11.21,285.0,1264.0,196.0,2.70805020110221,12.46,2.0,3.0,22.0,3.0,2.0,0.4979402533390475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49716089732024055,0.0,0.5009628429934773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5039075076045911,0.0,0.0,102.0,6.0,565.0,28.0,174.44
JOB_000023,Data Engineer,HCL,Noida,Small,Technology,10.0,Bootcamp,2025-10-24 15:09:05.910291,"Hadoop,GCP,Angular,Statistics",15.1,404.0,261.0,100.0,2.3978952727983707,14.54,2.0,5.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406710368668581,0.0,0.0,0.0,0.0,0.0,0.406710368668581,0.0,0.40628519535670715,0.0,0.4075648188582075,0.0,0.0,0.0,0.4113690289305976,0.0,0.4108188561089544,333.0,10.0,560.0,20.0,145.39999999999998
JOB_000024,Full Stack Developer,Startup_E,Kolkata,Large,E-commerce,7.0,Master,2025-09-27 15:09:05.910293,"TensorFlow,PostgreSQL,Node.js,Pandas,Leadership,PyTorch,Statistics",14.29,97.0,1453.0,49.0,2.0794415416798357,12.58,4.0,9.0,19.0,1.0,3.0,0.0,0.5009157063397766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49882210034129065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49934299083430495,0.0,0.0,0.0,0.5009157063397766,0.0,0.0,0.0,0.0,360.0,9.0,551.0,28.0,88.06
JOB_000025,Frontend Developer,Infosys,Gurugram,Startup,Consulting,9.0,Bachelor,2025-12-16 15:09:05.910294,"PostgreSQL,GCP,AWS,MongoDB,JIRA,REST API",10.43,478.0,2882.0,81.0,2.302585092994046,15.46,1.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.52277731436995,0.5260827697636886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4202911830125046,0.0,0.0,0.0,0.0,0.0,0.52277731436995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,12.0,535.0,9.0,139.14000000000001
JOB_000026,Cloud Engineer,Microsoft,Mumbai,Mid,Consulting,13.0,Master,2026-02-19 15:09:05.910296,"Deep Learning,Spark,Communication,Power BI",19.75,421.0,1812.0,169.0,2.6390573296152584,15.965,3.0,4.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7059035935865111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.708307924960359,0.0,0.0,0.0,0.0,0.0,215.0,2.0,539.0,39.0,207.545
JOB_000027,Frontend Developer,Flipkart,Noida,Mid,Logistics,3.0,PhD,2026-06-01 15:09:05.910297,"React,GCP",9.62,66.0,2667.0,9.0,1.3862943611198906,14.54,3.0,8.0,6.0,5.0,4.0,0.0,0.3532647682300211,0.0,0.35197180721855853,0.0,0.0,0.0,0.0,0.3543846928549478,0.0,0.0,0.35447851336905817,0.3529864805198162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35197180721855853,0.0,0.0,0.3532647682300211,0.0,0.0,0.0,0.3560852685823759,113.0,6.0,535.0,9.0,43.62
JOB_000029,Python Developer,Wipro,Gurugram,Small,Consulting,4.0,Bootcamp,2025-11-24 15:09:05.910300,"Pandas,TensorFlow,JIRA,Power BI,REST API,FastAPI,JavaScript,Hadoop",11.14,234.0,2882.0,16.0,1.6094379124341003,15.46,2.0,13.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7103188035281792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7038801015473415,0.0,302.0,11.0,547.0,8.0,61.84
JOB_000030,Software Engineer,HCL,Delhi,Small,Manufacturing,14.0,PhD,2026-05-02 15:09:05.910301,"Django,REST API,Communication,PyTorch,PostgreSQL,TensorFlow,Scikit-learn",20.35,125.0,1248.0,196.0,2.70805020110221,15.03,2.0,15.0,8.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,5.0,509.0,28.0,210.42
JOB_000031,Technical Lead,Startup_E,Bangalore,Small,Healthcare,10.0,Diploma,2026-09-18 15:09:05.910302,"Tableau,Kafka",24.96,48.0,2468.0,100.0,2.3978952727983707,16.06,2.0,17.0,19.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4468923717449438,0.0,0.4501067519316433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4468923717449438,0.0,0.4421431265286907,0.4499864261078753,4.0,9.0,503.0,20.0,160.6
JOB_000032,Cloud Engineer,Capgemini,Hyderabad,Startup,Logistics,0.0,Master,2026-07-02 15:09:05.910304,"JIRA,AWS,Problem Solving,Java,Linux",6.62,227.0,4921.0,0.0,0.0,15.3,1.0,4.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41885283292826,0.0,0.0,0.0,0.0,0.4203898175524568,0.42105383604004964,0.33691590796794046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42105383604004964,0.0,0.0,0.42396899758854956,82.0,7.0,539.0,0.0,0.0
JOB_000033,Machine Learning Engineer,Unacademy,Chennai,Small,Healthcare,1.0,PhD,2025-09-29 15:09:05.910305,"Scikit-learn,TensorFlow,Tableau,Linux",10.11,168.0,4315.0,1.0,0.6931471805599453,13.48,2.0,11.0,23.0,4.0,4.0,0.0,0.0,0.0,0.0,0.44898723559053444,0.0,0.0,0.0,0.44922480267373044,0.0,0.0,0.0,0.0,0.0,0.44756989493878674,0.0,0.0,0.0,0.0,0.0,0.44674942342313373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44351288679710177,0.0,358.0,9.0,548.0,2.0,13.48
JOB_000034,Senior Developer,Apple,Pune,Enterprise,Education,10.0,Bootcamp,2026-02-17 15:09:05.910306,"Agile,TensorFlow,Scikit-learn,Kafka,GCP,Deep Learning",29.87,461.0,542.0,100.0,2.3978952727983707,14.915,5.0,14.0,3.0,2.0,1.0,0.0,0.5774513794801035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5771479954682777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5774513794801035,0.0,0.0,0.0,0.0,217.0,2.0,558.0,50.0,149.14999999999998
JOB_000035,Frontend Developer,Startup_C,Delhi,Enterprise,Consulting,7.0,Bachelor,2026-03-31 15:09:05.910308,"Communication,FastAPI,Agile,Kafka,Tableau,SQL,NumPy",13.95,89.0,4378.0,49.0,2.0794415416798357,15.03,5.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4932792982145205,0.0,0.0,0.0,0.6143653227764733,0.0,0.0,0.615817167772018,0.0,0.0,0.0,0.0,0.0,0.0,175.0,3.0,535.0,35.0,105.21
JOB_000037,DevOps Engineer,Flipkart,Gurugram,Small,Finance,2.0,Bootcamp,2026-07-04 15:09:05.910310,"Kafka,JIRA,REST API,Agile,R",11.4,253.0,932.0,4.0,1.0986122886681098,15.46,2.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0,0.37823078634874346,0.0,0.3753049627181931,0.3758846198684306,0.0,0.0,0.37803356467302235,0.0,0.0,0.0,0.0,0.0,0.38002006920825315,0.0,0.0,0.0,0.0,0.0,0.0,0.37823078634874346,0.0,0.0,0.0,0.38002006920825315,0.0,0.0,0.0,80.0,7.0,548.0,4.0,30.92
JOB_000038,Senior Developer,Startup_D,Delhi,Large,Logistics,1.0,Bootcamp,2026-06-03 15:09:05.910311,"Deep Learning,PyTorch,SQL,NumPy",18.11,487.0,2075.0,1.0,0.6931471805599453,15.03,4.0,14.0,18.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37471573240896777,0.38166529358704465,0.0,0.3768579946452915,0.0,0.0,0.0,0.0,0.0,0.3788383217523525,0.0,0.0,0.0,0.0,0.3775474991215968,0.3772515252175995,0.0,0.0,0.0,0.0,0.3788383217523525,0.0,0.0,0.0,111.0,6.0,558.0,4.0,15.03
JOB_000039,Data Engineer,TCS,Hyderabad,Large,Manufacturing,9.0,Master,2026-04-02 15:09:05.910313,"SQL,Problem Solving,Pandas",16.55,365.0,4167.0,81.0,2.302585092994046,15.3,4.0,5.0,21.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46379043631140277,0.0,0.0,0.46464498274342936,0.37179636627003726,0.0,0.4635471639835492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46464498274342936,0.0,0.0,0.0,173.0,4.0,560.0,36.0,137.70000000000002
JOB_000040,Software Engineer,HCL,Gurugram,Mid,E-commerce,4.0,Bootcamp,2026-07-31 15:09:05.910314,"Docker,GCP,AWS,Agile,Power BI,Django,Scikit-learn,Spark",12.2,453.0,2012.0,16.0,1.6094379124341003,15.46,3.0,15.0,8.0,1.0,1.0,0.0,0.0,0.385908623583602,0.0,0.0,0.0,0.0,0.3916454262108701,0.0,0.0,0.3873186371493993,0.0,0.0,0.38752135579393665,0.0,0.0,0.31106287557826673,0.0,0.0,0.38752135579393665,0.0,0.0,0.0,0.0,0.3880295771366993,0.0,0.0,0.0,0.0,0.0,53.0,7.0,509.0,12.0,61.84
JOB_000041,Solutions Architect,Startup_E,Pune,Startup,Education,11.0,Bachelor,2026-08-05 15:09:05.910315,"Excel,NumPy,Scikit-learn,GCP,Pandas,PostgreSQL,Docker",24.06,260.0,4411.0,121.0,2.4849066497880004,14.915,1.0,16.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4987776227920874,0.5018052954343429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4952936909126854,0.5040798430983084,48.0,8.0,587.0,11.0,164.065
JOB_000042,Python Developer,Cognizant,Noida,Large,Logistics,3.0,Bachelor,2026-03-11 15:09:05.910317,"Pandas,SQL,MongoDB,Scikit-learn,JavaScript,Machine Learning",12.26,52.0,1355.0,9.0,1.3862943611198906,14.54,4.0,13.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3773157902096877,0.3779072754485226,0.0,0.3786009404773611,0.3781050682818434,0.0,0.0,0.0,0.0,0.0,0.3781050682818434,0.3780061322749399,0.37770979883089745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,3.0,547.0,12.0,43.62
JOB_000043,Technical Lead,Google,Bangalore,Mid,Consulting,3.0,PhD,2026-08-03 15:09:05.910318,"Azure,Deep Learning,React,GraphQL,Node.js,Excel",21.92,126.0,1578.0,9.0,1.3862943611198906,16.06,3.0,17.0,7.0,0.0,4.0,0.3777634059601524,0.0,0.37638817772175465,0.0,0.0,0.3744497615649375,0.0,0.0,0.0,0.0,0.0,0.3800564998705574,0.0,0.0,0.0,0.37915412382055197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37875517493299465,0.0,0.0,0.37915412382055197,0.0,0.0,0.0,50.0,8.0,503.0,9.0,48.17999999999999
JOB_000044,DevOps Engineer,Google,Jaipur,Enterprise,Technology,12.0,Diploma,2026-03-22 15:09:05.910319,"GraphQL,Spark,TensorFlow,Agile,Hadoop,Tableau,Pandas",19.3,65.0,1929.0,144.0,2.5649493574615367,12.46,5.0,7.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5172816105378645,0.0,0.5276889870253101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4191149512536291,0.5275478423870422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,3.0,548.0,60.0,149.52
JOB_000045,Python Developer,IBM,Delhi,Mid,Logistics,3.0,PhD,2026-03-29 15:09:05.910320,"PostgreSQL,NumPy,GCP,JavaScript,GraphQL,Node.js,Pandas",10.1,271.0,3974.0,9.0,1.3862943611198906,15.03,3.0,13.0,9.0,5.0,4.0,0.0,0.35299311440001285,0.0,0.0,0.0,0.34898054539989604,0.0,0.0,0.3541121778243867,0.0,0.0,0.3542059261923215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35299311440001285,0.0,0.35299311440001285,0.0,0.3562879521758712,0.0,0.35581144584170293,177.0,3.0,547.0,9.0,45.089999999999996
JOB_000046,Machine Learning Engineer,TCS,Pune,Small,Technology,10.0,Diploma,2025-11-16 15:09:05.910322,"PyTorch,Scikit-learn,AWS,Angular,Django,Hadoop,Azure",19.91,222.0,2979.0,100.0,2.3978952727983707,14.915,2.0,11.0,21.0,7.0,2.0,0.4628207457767473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4630629814588156,0.0,0.0,0.3717000377729338,0.0,0.0,0.4630629814588156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4677407290403524,310.0,11.0,548.0,20.0,149.14999999999998
